Study Accession,Sample Accession or Sample ID,MDS1,MDS2,isHealthy
PRJEB6070,SAMEA2466943,0.0360971297781098,-0.2773436627497354,False
PRJEB21528,SAMEA104142344,-0.4081300206921965,0.43098012803774677,False
PRJEB6997,SAMEA2737776,-0.12063175340991689,-0.06750879181544346,False
PRJEB21528,SAMEA104142193,-0.01538482708182816,-0.11563652821190769,False
PRJEB6337,SAMEA2581926,-0.4190637948374188,-0.1864973993059549,True
PRJEB21528,SAMEA104142183,-0.011823348538877398,-0.03439364879541674,False
L1,SAMEA2582175,0.512310583738951,0.2138411655001486,False
PRJEB6070,SAMEA2466922,0.3795065062504986,-0.28001701677095026,False
PRJEB4336,SAMEA2143633,0.2156121554471815,0.06281633611701122,False
PRJEB21528,SAMEA104142106,-0.13730502071068423,0.26013947339964133,False
PRJEB6070,SAMEA2467085,0.12748624385207147,0.20445003732734288,False
N5,SRR5279242,-0.08953642374577274,-0.1519218009839863,False
N7,SAMN08814035,-0.2599323541589608,-0.5015510534509271,False
PRJEB6070,SAMEA2466939,-0.10244385080737076,-0.28104004871207755,False
PRJEB6997,SAMEA2737860,-0.0074379169674004654,-0.21187832690131686,True
PRJEB1220,SAMEA2042304,-0.0261915270284994,0.18635374437109545,False
PRJEB21528,SAMEA104142214,-0.2884086585575219,0.11777868196851295,False
PRJEB1220,SAMEA2043049,0.16881515384425383,0.13060989736833886,False
PRJEB1220,SAMEA2041924,-0.14953031138457315,0.00508451834155326,True
PRJEB4336,SAMEA1965858,-0.07165992368953264,0.2346430069614212,True
PRJEB4336,SAMEA2149228,-0.059304843840334485,-0.11058823708877864,True
PRJEB15371,SAMEA4431983,-0.12667632403835738,0.22501357993100962,True
H1,SAMEA103958149,0.35473263030802965,0.016786173115469902,True
PRJEB12123,SAMEA3708464,-0.02442226007779568,0.19067435846834435,False
N7,SAMN08814033,-0.577263946719497,-0.6269181248713237,False
PRJEB12449,SAMEA3879563,-0.2252382699662875,0.08041855537572216,False
PRJEB1220,SAMEA2042428,0.20437745955000688,-0.49370086260749746,False
N1,SAMN07449067,0.48686732704352625,-0.24711016791095966,True
PRJEB7774,SAMEA3136646,0.045730408862897726,0.3660199326908007,True
PRJNA422434,SAMN00715155,-0.17337593286139705,-0.2640598727189241,False
PRJEB11532,SAMEA3664784,-0.3455815884121957,0.03782208391046003,True
L1,SAMEA2582185,-0.1214671439469773,-0.22126613381192622,False
N4,SRR5275404,0.23954717936132114,0.36568211180187915,False
PRJEB21528,SAMEA104142133,-0.21900552957689734,0.31258955207012296,True
PRJNA299502,SAMN04209250,-0.38034559616777847,0.3399566798386591,False
PRJEB15371,SAMEA4431980,-0.003928333272941313,0.021427583684896445,False
PRJNA290729,SAMN03922454,-0.32322315880769953,-0.15149086066276685,False
C1,SRR3582166,0.20865178582881586,0.501728807302244,False
PRJNA422434,SAMN00792081,-0.36544088828042626,0.0774167247368084,False
N5,SRR5279305,-0.15225186884733732,-0.1774457929745037,False
PRJEB6070,SAMEA2467067,-0.06297319283747926,0.012724374095035742,False
N8,SAMEA4817956,0.2698263465122837,0.45766830691663496,True
PRJEB7774,SAMEA3136674,0.022181293543821153,0.3491233136097642,True
PRJEB13870,SAMEA3951643,-0.24970415162295342,-0.40034631648489793,True
PRJNA319574,SAMN06110367,0.1617021229677601,0.31676470792223294,True
PRJEB6337,SAMEA2581893,-0.31782797013089736,-0.2689605644960857,True
PRJEB13870,SAMEA3951640,-0.15185488834360147,-0.2578604366266676,True
PRJEB1220,SAMEA2042633,-0.13578476827256752,0.03233783147772186,False
PRJDB3601,SAMD00036197,0.2020926953318222,0.44418330435891695,True
N7,SAMD00114727,-0.3161313380799742,-0.03571361040912888,False
PRJNA319574,SAMN06110048,-0.28647794575770336,-0.2573909831474864,True
PRJNA290729,SAMN03922460,0.0976760656705691,0.25822890713321994,False
PRJNA422434,SAMN00792116,-0.2943027728937827,-0.02317191045004601,False
C1,SRR3582135,-0.17013774454114478,0.5045799409514384,False
L1,SAMEA2582054,-0.4688934440169569,-0.16774077659163358,False
PRJEB1786,SAMEA1906559,0.20936006125566262,0.33447188033565506,False
PRJEB12123,SAMEA3708518,-0.23792704634992964,0.18993996089086373,False
PRJNA373879,SAMN06220509,-0.5928123127117083,0.23860321405567547,True
PRJEB10878,SAMEA3541490,-0.33659668426254535,-0.1611462478573911,False
PRJEB8094,SAMEA3182064,-0.38641995236868876,-0.23974615231848262,True
C1,SRR3582168,-0.6777883203891156,0.12715413430240866,False
PRJEB13870,SAMEA3951638,-0.33574864471424387,-0.33919033253429487,True
PRJNA319574,SAMN06110082,0.07732568708340273,-0.04602522768732492,True
PRJEB7774,SAMEA3178944,-0.21679005140468555,0.1186958981490517,False
N5,SRR5279306,0.24600606201751263,-0.4576117276968844,False
PRJEB12123,SAMEA3708564,-0.08245084350546324,-0.05992676512350947,True
PRJNA319574,SAMN06110459,0.17718905798996187,0.1564833518877942,True
PRJEB1220,SAMEA2042438,0.2120779716387314,-0.3880325931908749,False
PRJEB4336,SAMEA2157850,0.07859964583858087,0.2740539927165582,False
PRJEB15371,SAMEA4431951,-0.09120302348415253,0.16480217857794896,False
PRJEB15371,SAMEA4431975,-0.2893759551180074,0.07883439083527861,True
N5,SRR5279271,-0.15684616224502002,-0.1151204903728533,False
PRJEB6337,SAMEA2581924,-0.3072980191717274,-0.22984401822959585,True
PRJEB6070,SAMEA2466911,0.17752580093743062,0.23853182812861573,True
PRJEB7774,SAMEA3136753,0.07778278137942567,0.13523848902999497,False
PRJEB12449,SAMEA3879592,-0.2562338993673729,-0.01969730173398955,False
PRJDB3601,SAMD00036404,-0.12463317731738709,0.4916282242825322,True
PRJEB6070,SAMEA2466903,0.34502597352994335,0.13774597569675368,True
N8,SAMEA4817938,-0.024944535662098238,0.0899200855344335,False
N7,SAMN08813967,-0.0609921882040084,0.3464139019241015,False
PRJEB13870,SAMEA3951610,-0.5013744783799163,0.10842891946006873,True
PRJEB15371,SAMEA4431987,-0.052402938341015594,-0.014840920999157377,False
PRJEB1220,SAMEA2042430,0.2032427787757999,-0.42915252326706327,False
PRJNA290729,SAMN03922459,-0.2015518755566537,-0.33860881919608016,False
PRJEB6456,SAMEA2580068,0.04086992364270453,0.05150314914505536,True
PRJEB1786,SAMEA1906543,-0.004189091445755114,0.3762408970545886,False
PRJNA48479,SAMN00036141,0.062960167341742,0.14698160265265656,True
PRJNA422434,SAMN00791965,-0.3723657340014219,0.04863013912732239,False
PRJNA389280,SAMN07424304,0.24216158484509143,0.5746015862303079,False
PRJEB12449,SAMEA3879551,-0.1917852841839583,0.10303823412559875,True
N8,SAMEA4817904,-0.03660128747294665,0.11220278176465606,True
PRJNA177201,SAMN01760941,0.23906196811690938,-0.23495982566256537,False
PRJEB1786,SAMEA1906561,0.22113302053281042,0.014367984578891423,False
PRJEB6997,SAMEA2737743,-0.07154674095986192,-0.08638205562904967,False
PRJEB6337,SAMEA2581895,-0.21888274491523166,-0.13973014553734028,True
PRJEB12123,SAMEA3708647,-0.27676561090530777,-0.226809206335312,False
H1,SAMEA103958144,0.22191530142785398,0.26816118841219516,True
N4,SRR5275472,-0.2263198516091403,0.2705951439811238,False
PRJEB6070,SAMEA2466981,-0.024800622185355888,0.33424248509580484,False
N7,SAMN08814034,-0.4530613586306355,-0.2800531503733887,False
PRJNA422434,SAMN00792025,-0.1454662641013738,-0.01673547635909634,False
PRJNA422434,SAMN00715186,-0.3200298169173582,0.3527120353588114,False
PRJNA422434,SAMN00792074,-0.24137732018800476,-0.06984817243291795,False
PRJEB6070,SAMEA2467060,-0.13897345891492416,-0.06457585910794054,False
PRJNA299502,SAMN04209252,-0.057928672993252196,0.0446676886288713,False
PRJEB15371,SAMEA4431956,-0.19633100493956654,0.07979429555733963,True
C1,SRR3582133,0.46112824351428566,0.7707966990744347,False
PRJEB6070,SAMEA2467026,-0.12511635804082366,0.1263539472529818,True
PRJEB15371,SAMEA4431873,-0.49157038914731943,0.10841608294218212,False
PRJEB4336,SAMEA2163583,-0.003325565649620973,0.09799495440805849,False
PRJNA389280,SAMN07424253,-0.25774404600512973,-0.3165622911475924,False
L1,SAMEA2582056,-0.43936234483111714,-0.14445502707860153,False
PRJNA299502,SAMN04209251,-0.1599980980619728,0.4902332023685718,False
PRJNA389280,SAMN07424435,0.3040144974851258,0.446582502839319,False
N1,SAMN07449017,0.14561454662021467,0.7369152059972418,True
PRJEB11532,SAMEA3664768,0.099275606808816,-0.24971659314687777,True
PRJEB7774,SAMEA3178941,0.06419314279469472,0.08438307700211838,False
PRJEB15371,SAMEA4431962,-0.324626838244247,0.2776859795194895,False
PRJEB7774,SAMEA3136710,0.3470192921771966,0.31454676899320694,False
PRJEB21528,SAMEA104142192,-0.41977375256791805,0.03799198971593772,False
PRJEB21528,SAMEA104142144,-0.26808114173510655,0.13664040363531732,True
PRJNA422434,SAMN00791952,-0.28463699799341385,0.03187863958833833,True
PRJEB21528,SAMEA104142342,-0.2846369939090514,0.031878655040129565,True
PRJEB6070,SAMEA2467065,-0.2118638089180121,-0.022837217592184066,False
PRJEB12123,SAMEA3708585,-0.08263171327004598,-0.11899540295214142,True
L1,SAMEA2582109,-0.08042005086024441,-0.372942287665219,False
PRJEB1220,SAMEA2042492,0.29613843349500757,-0.43273401627584057,False
PRJEB1220,SAMEA2042648,0.26995968252798225,-0.3005408207569849,False
PRJEB12449,SAMEA3879555,-0.05539885768306479,0.07639959589427041,False
N4,SRR5275459,0.068272220517358,-0.35933168869237153,False
PRJNA422434,SAMN00715161,-0.16043905823770432,-0.24783070654820114,False
PRJEB21528,SAMEA104142120,0.017532831576530124,0.17346585399598874,False
PRJNA422434,SAMN00715191,-0.2613025918197449,0.04467939554565789,False
PRJNA422434,SAMN00791963,-0.4618078136230673,0.128731144822475,True
N4,SRR5275468,-0.03894403239478573,0.27095608098473734,False
PRJNA177201,SAMN01760948,0.157215532575303,0.27390090176331794,False
V1,RHB_RAM_0085,-0.011323601651328183,0.45320704067649986,False
N5,SRR5279299,-0.36425884830665645,0.026119789922929848,False
PRJNA385949,SAMN07199968,0.08386662438194828,0.16835138283063086,False
PRJEB1786,SAMEA1906567,0.018446207677891204,-0.22484309760785748,False
L1,SAMEA2582174,-0.2770115028446886,-0.4621187331274574,False
PRJEB10878,SAMEA3541492,0.11427642662651168,0.21025443824923495,False
PRJEB6997,SAMEA2737745,-0.30584024530759835,-0.03327423294838886,False
PRJEB4336,SAMEA2146552,-0.21353391580167488,0.04261682475588885,True
L1,SAMEA2582022,-0.3200952778600088,-0.24734153181440066,False
PRJEB12123,SAMEA3708626,-0.23633468747677555,-0.03938866099322283,True
V1,RHB_RAM_0129,-0.15392273920885904,0.38113977215542544,False
PRJEB11532,SAMEA3646682,-0.3535066965890416,0.0104341358832642,True
PRJEB12123,SAMEA3708712,-0.09589279176006095,-0.15050204407636147,True
N4,SRR5275396,-0.016417392825119996,0.6440684789581308,False
PRJNA422434,SAMN00715189,-0.4408677951224566,-0.0879575836905656,True
PRJNA422434,SAMN00715164,-0.18343994455834917,-0.10243763801035571,False
PRJNA319574,SAMN06110405,0.17312020713630719,0.18375942886373667,True
PRJEB12123,SAMEA3708702,-0.3089181099713776,0.1997016116021444,True
PRJNA299502,SAMN04209225,-0.08905893109381036,0.231143801035399,False
N7,SAMD00154993,-0.06797541395030417,0.4803582719664231,False
PRJEB12123,SAMEA3708525,-0.14744017794286493,-0.004979969715630534,False
PRJEB12123,SAMEA3708533,-0.07142119525745746,0.022749403473970482,False
PRJEB12449,SAMEA3879547,0.23057925239561064,-0.010443514151691015,True
PRJEB1690,SAMEA2055108,0.205129449372266,0.26847654060387643,True
PRJEB6070,SAMEA2467057,0.35194104860020137,-0.1628570425376069,False
L1,SAMEA2582060,-0.18041046631954288,-0.035832998943040685,False
PRJNA389280,SAMN07424499,-0.09966053518381288,-0.1744687190462955,True
PRJNA319574,SAMN06110004,0.09225128829504,0.24316604038467338,True
PRJNA422434,SAMN00715140,-0.05649751345891116,-0.01223135177859849,False
PRJNA389280,SAMN07424389,0.6065570500238517,0.1307097990456176,True
PRJNA389280,SAMN07424525,0.008972170170882839,-0.26381783392112884,False
PRJEB6997,SAMEA2737855,-0.050563188044752634,-0.05227938772765488,False
PRJEB1786,SAMEA1906434,0.23828955295734588,0.02566123763703099,False
L1,SAMEA2582167,-0.00501691603875567,-0.47672777883428114,False
PRJEB15371,SAMEA4431940,-0.21051821912657903,-0.005861594152898472,True
PRJNA48479,SAMN00036283,-0.1296529591814092,-0.027800219597154396,True
PRJNA422434,SAMN00792078,-0.2980305395266602,0.24056303907434848,False
N7,SAMN08814003,-0.012139854242258453,-0.20539942929724542,False
PRJEB6070,SAMEA2466979,-0.016192548033571622,0.2165585034716101,True
PRJNA48479,SAMN00041546,-0.20011476762575037,-0.04243770343536211,True
L1,SAMEA2582082,-0.5456681668019403,-0.2283300433904475,False
PRJEB10878,SAMEA3541504,-0.06699252067914513,0.0036086599836189703,False
PRJEB21528,SAMEA104142100,-0.08313241608660045,-0.10532885679539199,False
PRJEB7774,SAMEA3136762,-0.1135534192109787,0.13043905028130223,False
PRJEB4336,SAMEA2154036,0.27292026528084573,0.376995594764993,True
PRJEB4336,SAMEA2162036,0.03402927448326761,-0.06335571247231377,False
PRJEB12123,SAMEA3708473,-0.10059432955995058,-0.05650153225167927,False
PRJNA299502,SAMN04209247,-0.11377013778186272,0.19006194212861868,False
V1,RHB_RAM_0075,-0.5418520621929478,-0.13904550108380212,False
PRJEB6997,SAMEA2737872,-0.34600910824369147,-0.08086022821731403,True
PRJEB1220,SAMEA2042384,0.19455189348461932,-0.491196252854034,True
N7,SAMN08813931,0.2680605743068873,0.1580444791467458,False
PRJEB1220,SAMEA2042828,0.3033113876712531,-0.213818908111076,False
PRJEB7774,SAMEA3136661,-0.45984227033210595,0.028680974632074363,False
PRJEB6070,SAMEA2466933,0.09294057622404575,0.37056324426677517,True
N4,SRR5275455,0.0788184464876598,0.33354719608937006,False
PRJEB4336,SAMEA2158468,0.2296670280637315,-0.17634423281282985,False
PRJEB4336,SAMEA2158542,0.10258717175876265,-0.17100846949653678,False
PRJEB1220,SAMEA2042624,-0.2867150335898299,-0.1298017218705731,False
PRJEB7774,SAMEA3136655,0.10007686772239742,0.5023523339612171,False
PRJEB6337,SAMEA2582001,-0.05826124435441857,-0.12572532022220223,False
PRJEB6456,SAMEA2580208,-0.21370067680704127,0.0617966856532957,True
PRJNA422434,SAMN00715156,-0.3051565488525449,0.025310327734780806,False
PRJNA422434,SAMN00715162,-0.2865778622720334,-0.11559644829514423,False
PRJEB6337,SAMEA2581876,-0.26528553414010764,-0.1711049145521733,True
PRJNA422434,SAMN00792045,-0.3654914991310135,0.0289951726331258,False
V1,RHB_RAM_0137,0.2288902748784587,0.34240340844452194,False
PRJEB7774,SAMEA3136715,0.07896588167745534,0.15012306827221658,False
PRJEB13870,SAMEA3951622,-0.3889383917166708,-0.17102858148356487,True
N5,SRR5279313,-0.1762715840364325,0.11044303269700852,False
PRJEB21528,SAMEA104142221,-0.19942456046113763,-0.017989499985166774,True
PRJEB1220,SAMEA2042650,0.38649833368434616,-0.2842538336250087,False
PRJEB1220,SAMEA2042572,-0.0754975314712845,0.17017084691733175,False
PRJEB12947,SAMEA3888917,0.02264117610617999,0.012408180950621732,False
N5,SRR5279270,0.0595717091466712,-0.14825625382729607,False
PRJEB11532,SAMEA3646757,0.022705193224100306,-0.3190732115654588,True
PRJEB4336,SAMEA2161597,0.16803608344626944,0.1755248181148092,False
L1,SAMEA2582078,0.4300016199586314,0.2653756895797955,False
PRJNA389280,SAMN07424367,-0.28843888198638,-0.31913282149981087,False
PRJEB13870,SAMEA3951639,-0.2548286322661455,-0.20786304778555878,True
N5,SRR5279254,0.4012495310406383,-0.036959299661476964,False
N7,SAMD00114849,0.23143914350267597,0.027611712089126255,False
PRJEB21528,SAMEA104142340,-0.530029178402016,0.09707869085287972,True
PRJNA422434,SAMN00791953,-0.5308687169147216,0.09213785643880745,True
PRJNA319574,SAMN06110181,0.16316205930479127,0.4915533722896756,True
PRJEB21528,SAMEA104142249,-0.18961692836073774,-0.040555423917198276,False
PRJEB6997,SAMEA2737811,-0.0735143219695544,-0.07866874791402376,False
N1,SAMN07449001,0.1041735418103843,-0.5632153734467988,True
PRJEB12449,SAMEA3879539,-0.07553801765550197,-0.03928810402004213,False
PRJNA319574,SAMN06110296,-0.06963476443093722,-0.3137311199772865,True
PRJEB1220,SAMEA2042222,-0.10773364680396331,0.12223358234534407,True
PRJEB12449,SAMEA3879538,-0.32278763750767814,-0.17302438874550735,True
PRJNA422434,SAMN00715151,0.13966647057413858,0.25655503113833605,False
PRJNA422434,SAMN00715233,-0.17726055020713066,0.030689987073699434,False
PRJEB6997,SAMEA2737833,-0.283156311143367,0.234040337331076,False
N5,SRR5279274,0.3690037871465464,0.23500871110376925,False
PRJEB6337,SAMEA2581958,-0.012831138922547707,-0.15755778540684792,True
PRJEB15371,SAMEA4431881,-0.3462953540204794,-0.10749193007001097,False
PRJEB21528,SAMEA104142128,-0.1711942067647162,0.024376738379969582,False
PRJNA422434,SAMN00792097,-0.24343853567991233,0.036770193778395445,False
PRJNA422434,SAMN00715268,-0.2783150239318114,-0.111113446789224,False
PRJEB7774,SAMEA3136670,0.2720480041239978,0.24434972228534513,True
PRJNA48479,SAMN00036408,-0.19922764798702214,-0.3492178253916815,True
PRJNA422434,SAMN00792082,-0.26818709533441487,-0.23744813444112703,False
PRJNA422434,SAMN00715246,-0.12957421712692996,-0.0290413116443283,True
PRJEB4336,SAMEA2156486,0.14037345692205078,-0.013232604490918943,True
PRJEB6070,SAMEA2466910,-0.06644923453295022,0.31484328854246857,False
PRJEB12123,SAMEA3708679,-0.2274230039192209,0.08625781552452182,False
PRJNA389280,SAMN07424296,-0.25903835206576736,0.01860112379316863,True
PRJEB1220,SAMEA2042578,-0.08959599107544454,0.05216057088872987,False
PRJEB6070,SAMEA2466947,-0.13133044615342868,-0.21092708318809036,False
PRJEB1786,SAMEA1906547,0.2515711709895959,0.26703610094717367,False
PRJEB12123,SAMEA3708497,-0.07369579925672791,-0.001329077647109392,False
PRJNA305507,SAMN04329811,0.18370681602112843,-0.27516468121158905,True
PRJEB4336,SAMEA2158769,0.029208150528968174,0.09621488714093468,False
PRJEB12123,SAMEA3708565,-0.07733475281933604,-0.08489503702736002,True
PRJEB4336,SAMEA2144304,0.09676164744249915,-0.13321650639141297,False
PRJEB11532,SAMEA3664546,0.36084768231523057,0.2843193974031512,True
PRJNA389280,SAMN07424503,0.24259734315944592,0.1678271643571714,False
PRJEB6997,SAMEA2737742,-0.29293189673512715,0.00648297105965914,False
PRJEB6997,SAMEA2737803,0.33413857729002333,0.021641566700817568,True
PRJEB6070,SAMEA2467084,0.15123812412383675,0.1571983866994689,False
PRJEB6070,SAMEA2466901,0.12541990652302754,-0.1615431996913761,True
PRJNA305507,SAMN04329777,0.11717056341476094,0.03196174662535918,True
PRJEB12123,SAMEA3708461,-0.07602608270196112,-0.1613918128646353,False
PRJNA422434,SAMN00715235,-0.33400948730782465,-0.13857037319380894,False
PRJEB6070,SAMEA2466994,0.23808417211270314,0.11182649545083428,False
H1,SAMEA103958162,-0.036353614240628315,0.009447612709960489,True
PRJNA385949,SAMN07199849,-0.428008655946127,0.43619959417967497,False
PRJEB21528,SAMEA104142074,-0.13601079153137624,0.23625876851972555,False
PRJEB1220,SAMEA2042440,-0.3735230133793446,0.09812720733432063,False
PRJNA389280,SAMN07424378,-0.461809250840948,-0.024434467950926592,False
N7,SAMN08814013,-0.3595088266791891,-0.2865917116685294,False
PRJEB15371,SAMEA4431990,-0.11077067289662419,0.17651371890070505,False
PRJNA373879,SAMN07534085,0.359426491014551,0.1514912045302321,False
PRJEB12449,SAMEA3879577,-0.11516858847901745,-0.10913459127889089,True
N7,SAMN08813956,-0.10329850157794987,0.36762770935671224,False
PRJNA389280,SAMN07424343,0.504123840335911,-0.0016059415287529146,False
PRJNA389280,SAMN07424425,0.14880342112266506,-0.30835071925460644,False
PRJNA319574,SAMN06110450,0.08741130080709773,-0.033271606986886776,True
PRJNA299502,SAMN04209253,0.07859235178208455,0.29853174246836595,False
